Name,Year,Visitors
Great Sand_Dunes,2017,486935
Great Sand_Dunes,2016,388308
Great Sand_Dunes,2015,299513
Great Sand_Dunes,2014,271774
Great Sand_Dunes,2013,242841
Great Sand_Dunes,2012,254674
Great Sand_Dunes,2011,280058
Great Sand_Dunes,2010,283284
Great Sand_Dunes,2009,289955
Great Sand_Dunes,2008,273903
Great Sand_Dunes,2007,285121
Great Sand_Dunes,2006,258660
Great Sand_Dunes,2005,279589
Great Sand_Dunes,2004,267204
Great Sand_Dunes,2003,251375
Great Sand_Dunes,2002,234776
Great Sand_Dunes,2001,277523
Great Sand_Dunes,2000,260789
Great Sand_Dunes,1999,286745
Great Sand_Dunes,1998,279768
Great Sand_Dunes,1997,309855
Great Sand_Dunes,1996,309283
Great Sand_Dunes,1995,323663
Great Sand_Dunes,1994,312225
Great Sand_Dunes,1993,294282
Great Sand_Dunes,1992,290654
Great Sand_Dunes,1991,295070
Great Sand_Dunes,1990,272136
Great Sand_Dunes,1989,266321
Great Sand_Dunes,1988,274286
Great Sand_Dunes,1987,225937
Great Sand_Dunes,1986,221449
Great Sand_Dunes,1985,182713
Great Sand_Dunes,1984,141833
Great Sand_Dunes,1983,150177
Great Sand_Dunes,1982,175273
Great Sand_Dunes,1981,172505
Great Sand_Dunes,1980,142427
Great Sand_Dunes,1979,162546
Great Smokey Mountains,2019,12547743
Great Smokey Mountains,2018,11421200
Great Smokey Mountains,2017,11338893
Great Smokey Mountains,2016,11312786
Great Smokey Mountains,2015,10712674
Great Smokey Mountains,2014,10099276
Great Smokey Mountains,2013,9354695
Great Smokey Mountains,2012,9685829
Great Smokey Mountains,2011,9008830
Great Smokey Mountains,2010,9463538
Great Smokey Mountains,2009,9491437
Great Smokey Mountains,2008,9044010
Great Smokey Mountains,2007,9372253
Great Smokey Mountains,2006,9289215
Great Smokey Mountains,2005,9192477
Great Smokey Mountains,2004,9167046
Great Smokey Mountains,2003,9366845
Great Smokey Mountains,2002,9316420
Great Smokey Mountains,2001,9197697
Great Smokey Mountains,2000,10175812
Great Smokey Mountains,1999,10283598
Great Smokey Mountains,1998,9989395
Great Smokey Mountains,1997,9965075
Great Smokey Mountains,1996,9265667
Great Smokey Mountains,1995,9080420
Great Smokey Mountains,1994,8628174
Great Smokey Mountains,1993,9283848
Great Smokey Mountains,1992,8931690
Great Smokey Mountains,1991,8654459
Great Smokey Mountains,1990,8151769
Great Smokey Mountains,1989,8333553
Great Smokey Mountains,1988,8770781
Great Smokey Mountains,1987,10209841
Great Smokey Mountains,1986,9836306
Great Smokey Mountains,1985,9319290
Great Smokey Mountains,1984,8508390
Great Smokey Mountains,1983,8435475
Great Smokey Mountains,1982,8177869
Great Smokey Mountains,1981,8312884
Great Smokey Mountains,1980,8440953
Great Smokey Mountains,1979,8019788
Guadalupe_Mountains,2019,188833
Guadalupe_Mountains,2018,172347
Guadalupe_Mountains,2017,225257
Guadalupe_Mountains,2016,181839
Guadalupe_Mountains,2015,169535
Guadalupe_Mountains,2014,166868
Guadalupe_Mountains,2013,145670
Guadalupe_Mountains,2012,159360
Guadalupe_Mountains,2011,152546
Guadalupe_Mountains,2010,192210
Guadalupe_Mountains,2009,198882
Guadalupe_Mountains,2008,163709
Guadalupe_Mountains,2007,165110
Guadalupe_Mountains,2006,174157
Guadalupe_Mountains,2005,170383
Guadalupe_Mountains,2004,182351
Guadalupe_Mountains,2003,181357
Guadalupe_Mountains,2002,202911
Guadalupe_Mountains,2001,222307
Guadalupe_Mountains,2000,198762
Guadalupe_Mountains,1999,219591
Guadalupe_Mountains,1998,227924
Guadalupe_Mountains,1997,231980
Guadalupe_Mountains,1996,223485
Guadalupe_Mountains,1995,208972
Guadalupe_Mountains,1994,203520
Guadalupe_Mountains,1993,201054
Guadalupe_Mountains,1992,175120
Guadalupe_Mountains,1991,200398
Guadalupe_Mountains,1990,192890
Guadalupe_Mountains,1989,168872
Guadalupe_Mountains,1988,178910
Guadalupe_Mountains,1987,156344
Guadalupe_Mountains,1986,163313
Guadalupe_Mountains,1985,147758
Guadalupe_Mountains,1984,151862
Guadalupe_Mountains,1983,142736
Guadalupe_Mountains,1982,140620
Guadalupe_Mountains,1981,142641
Guadalupe_Mountains,1980,113825
Guadalupe_Mountains,1979,110478
Haleakala,2019,994394
Haleakala,2018,1044084
Haleakala,2017,1112390
Haleakala,2016,1263558
Haleakala,2015,1216772
Haleakala,2014,1142040
Haleakala,2013,785300
Haleakala,2012,1094668
Haleakala,2011,956989
Haleakala,2010,1105606
Haleakala,2009,1109104
Haleakala,2008,1185068
Haleakala,2007,1322817
Haleakala,2006,1426068
Haleakala,2005,1474681
Haleakala,2004,1455477
Haleakala,2003,1444668
Haleakala,2002,1521080
Haleakala,2001,1410974
Haleakala,2000,1620083
Haleakala,1999,1963187
Haleakala,1998,1476842
Haleakala,1997,1673561
Haleakala,1996,1553344
Haleakala,1995,1594596
Haleakala,1994,1527329
Haleakala,1993,1317433
Haleakala,1992,1183124
Haleakala,1991,1228332
Haleakala,1990,1260601
Haleakala,1989,1367761
Haleakala,1988,1314683
Haleakala,1987,1333900
Haleakala,1986,1281219
Haleakala,1985,1194651
Haleakala,1984,1003821
Haleakala,1983,864289
Haleakala,1982,771762
Haleakala,1981,631684
Haleakala,1980,560238
Haleakala,1979,673955
Hawaii Volcanoes,2019,1368376
Hawaii Volcanoes,2018,1116891
Hawaii Volcanoes,2017,2016702
Hawaii Volcanoes,2016,1887580
Hawaii Volcanoes,2015,1832660
Hawaii Volcanoes,2014,1693005
Hawaii Volcanoes,2013,1583209
Hawaii Volcanoes,2012,1483928
Hawaii Volcanoes,2011,1352123
Hawaii Volcanoes,2010,1304667
Hawaii Volcanoes,2009,1233105
Hawaii Volcanoes,2008,1270538
Hawaii Volcanoes,2007,1467779
Hawaii Volcanoes,2006,1612246
Hawaii Volcanoes,2005,1661196
Hawaii Volcanoes,2004,1307391
Hawaii Volcanoes,2003,1122524
Hawaii Volcanoes,2002,1110998
Hawaii Volcanoes,2001,1343286
Hawaii Volcanoes,2000,1514636
Hawaii Volcanoes,1999,1502855
Hawaii Volcanoes,1998,1352373
Hawaii Volcanoes,1997,1832087
Hawaii Volcanoes,1996,1231557
Hawaii Volcanoes,1995,1175028
Hawaii Volcanoes,1994,1174289
Hawaii Volcanoes,1993,1143741
Hawaii Volcanoes,1992,1151661
Hawaii Volcanoes,1991,1238653
Hawaii Volcanoes,1990,1096816
Hawaii Volcanoes,1989,1056188
Hawaii Volcanoes,1988,983007
Hawaii Volcanoes,1987,1006058
Hawaii Volcanoes,1986,898023
Hawaii Volcanoes,1985,816652
Hawaii Volcanoes,1984,2008608
Hawaii Volcanoes,1983,2247974
Hawaii Volcanoes,1982,1995397
Hawaii Volcanoes,1981,1931852
Hawaii Volcanoes,1980,1692338
Hawaii Volcanoes,1979,1632589
Hot Springs,2019,1467153
Hot Springs,2018,1506887
Hot Springs,2017,1561616
Hot Springs,2016,1544300
Hot Springs,2015,1418162
Hot Springs,2014,1424484
Hot Springs,2013,1325719
Hot Springs,2012,1302505
Hot Springs,2011,1396354
Hot Springs,2010,1311807
Hot Springs,2009,1284707
Hot Springs,2008,1238147
Hot Springs,2007,1300152
Hot Springs,2006,1273456
Hot Springs,2005,1340160
Hot Springs,2004,1418735
Hot Springs,2003,1561311
Hot Springs,2002,1440227
Hot Springs,2001,1296786
Hot Springs,2000,1338156
Hot Springs,1999,1384469
Hot Springs,1998,1495993
Hot Springs,1997,1509596
Hot Springs,1996,1538105
Hot Springs,1995,1617077
Hot Springs,1994,1618847
Hot Springs,1993,1477299
Hot Springs,1992,1504013
Hot Springs,1991,1203929
Hot Springs,1990,1123175
Hot Springs,1989,1272771
Hot Springs,1988,1185772
Hot Springs,1987,1101242
Hot Springs,1986,1175170
Hot Springs,1985,1112764
Hot Springs,1984,1071853
Hot Springs,1983,1160008
Hot Springs,1982,1015580
Hot Springs,1981,1177911
Hot Springs,1980,1160588
Hot Springs,1979,1118800
Indiana Dunes,2019,2134285
Indiana Dunes,2018,1756079
Indiana Dunes,2017,2158471
Indiana Dunes,2016,1698223
Indiana Dunes,2015,1640195
Indiana Dunes,2014,1553372
Indiana Dunes,2013,1681695
Indiana Dunes,2012,1889381
Indiana Dunes,2011,1840513
Indiana Dunes,2010,2150345
Indiana Dunes,2009,1944568
Indiana Dunes,2008,1833596
Indiana Dunes,2007,1972344
Indiana Dunes,2006,1938132
Indiana Dunes,2005,2127336
Indiana Dunes,2004,1810330
Indiana Dunes,2003,1953449
Indiana Dunes,2002,1989941
Indiana Dunes,2001,1735404
Indiana Dunes,2000,1820228
Indiana Dunes,1999,1748047
Indiana Dunes,1998,2108789
Indiana Dunes,1997,1483782
Indiana Dunes,1996,1526166
Indiana Dunes,1995,1696488
Indiana Dunes,1994,1699958
Indiana Dunes,1993,1763094
Indiana Dunes,1992,1973098
Indiana Dunes,1991,2058801
Indiana Dunes,1990,1919901
Indiana Dunes,1989,1791902
Indiana Dunes,1988,1885376
Indiana Dunes,1987,1576238
Indiana Dunes,1986,1676583
Indiana Dunes,1985,1800326
Indiana Dunes,1984,1560428
Indiana Dunes,1983,1510630
Indiana Dunes,1982,1066573
Indiana Dunes,1981,1023436
Indiana Dunes,1980,1222874
Indiana Dunes,1979,1606166
Isle Royal,2019,26410
Isle Royal,2018,25798
Isle Royal,2017,28196
Isle Royal,2016,24966
Isle Royal,2015,18684
Isle Royal,2014,14560
Isle Royal,2013,16274
Isle Royal,2012,16663
Isle Royal,2011,15892
Isle Royal,2010,15793
Isle Royal,2009,14653
Isle Royal,2008,14038
Isle Royal,2007,15973
Isle Royal,2006,17070
Isle Royal,2005,17398
Isle Royal,2004,17276
Isle Royal,2003,17800
Isle Royal,2002,19463
Isle Royal,2001,19431
Isle Royal,2000,21096
Isle Royal,1999,23493
Isle Royal,1998,23932
Isle Royal,1997,21381
Isle Royal,1996,23445
Isle Royal,1995,23470
Isle Royal,1994,24843
Isle Royal,1993,21983
Isle Royal,1992,22728
Isle Royal,1991,22004
Isle Royal,1990,23495
Isle Royal,1989,27133
Isle Royal,1988,26593
Isle Royal,1987,31760
Isle Royal,1986,26122
Isle Royal,1985,16775
Isle Royal,1984,11814
Isle Royal,1983,12928
Isle Royal,1982,13238
Isle Royal,1981,14558
Isle Royal,1980,14977
Isle Royal,1979,14782
Joshua Tree,2019,2988547
Joshua Tree,2018,2942382
Joshua Tree,2017,2853619
Joshua Tree,2016,2505286
Joshua Tree,2015,2025756
Joshua Tree,2014,1589904
Joshua Tree,2013,1383340
Joshua Tree,2012,1396117
Joshua Tree,2011,1396237
Joshua Tree,2010,1434976
Joshua Tree,2009,1304471
Joshua Tree,2008,1392446
Joshua Tree,2007,1298979
Joshua Tree,2006,1256421
Joshua Tree,2005,1375111
Joshua Tree,2004,1243659
Joshua Tree,2003,1283346
Joshua Tree,2002,1178376
Joshua Tree,2001,1280917
Joshua Tree,2000,1233935
Joshua Tree,1999,1316340
Joshua Tree,1998,1410312
Joshua Tree,1997,1226273
Joshua Tree,1996,1095046
Joshua Tree,1995,1235702
Joshua Tree,1994,1184871
Joshua Tree,1993,1252401
Joshua Tree,1992,1220539
Joshua Tree,1991,1145458
Joshua Tree,1990,1022396
Joshua Tree,1989,990214
Joshua Tree,1988,955246
Joshua Tree,1987,830085
Joshua Tree,1986,783224
Joshua Tree,1985,641172
Joshua Tree,1984,663798
Joshua Tree,1983,671426
Joshua Tree,1982,673201
Joshua Tree,1981,612966
Joshua Tree,1980,545357
Joshua Tree,1979,590543
Katmai,2019,84167
Katmai,2018,37818
Katmai,2017,37818
Katmai,2016,37818
Katmai,2015,37818
Katmai,2014,30896
Katmai,2013,28966
Katmai,2012,39818
Katmai,2011,48939
Katmai,2010,55172
Katmai,2009,43035
Katmai,2008,7970
Katmai,2007,82634
Katmai,2006,68630
Katmai,2005,54274
Katmai,2004,56787
Katmai,2003,51589
Katmai,2002,59025
Katmai,2001,67038
Katmai,2000,71389
Katmai,1999,51399
Katmai,1998,45470
Katmai,1997,18802
Katmai,1996,0
Katmai,1995,0
Katmai,1994,55728
Katmai,1993,53421
Katmai,1992,46196
Katmai,1991,41417
Katmai,1990,40778
Katmai,1989,40247
Katmai,1988,45710
Katmai,1987,38212
Katmai,1986,41663
Katmai,1985,25142
Katmai,1984,20074
Katmai,1983,11182
Katmai,1982,14377
Katmai,1981,13115
Katmai,1980,11824
Katmai,1979,10659
Kenai Fjords,2019,356601
Kenai Fjords,2018,321596
Kenai Fjords,2017,303598
Kenai Fjords,2016,346534
Kenai Fjords,2015,296697
Kenai Fjords,2014,270666
Kenai Fjords,2013,283502
Kenai Fjords,2012,281279
Kenai Fjords,2011,346852
Kenai Fjords,2010,297596
Kenai Fjords,2009,218358
Kenai Fjords,2008,272190
Kenai Fjords,2007,284604
Kenai Fjords,2006,251630
Kenai Fjords,2005,258297
Kenai Fjords,2004,244232
Kenai Fjords,2003,243719
Kenai Fjords,2002,251799
Kenai Fjords,2001,262353
Kenai Fjords,2000,254790
Kenai Fjords,1999,290673
Kenai Fjords,1998,263948
Kenai Fjords,1997,306164
Kenai Fjords,1996,274034
Kenai Fjords,1995,230657
Kenai Fjords,1994,209516
Kenai Fjords,1993,189712
Kenai Fjords,1992,108130
Kenai Fjords,1991,107041
Kenai Fjords,1990,66115
Kenai Fjords,1989,75557
Kenai Fjords,1988,59017
Kenai Fjords,1987,60428
Kenai Fjords,1986,54296
Kenai Fjords,1985,35758
Kenai Fjords,1984,30703
Kenai Fjords,1983,24048
Kenai Fjords,1982,16118
Kings Canyon,2019,632110
Kings Canyon,2018,699023
Kings Canyon,2017,692932
Kings Canyon,2016,607479
Kings Canyon,2015,468106
Kings Canyon,2014,502268
Kings Canyon,2013,567544
Kings Canyon,2012,591033
Kings Canyon,2011,566810
Kings Canyon,2010,598205
Kings Canyon,2009,609296
Kings Canyon,2008,574870
Kings Canyon,2007,580129
Kings Canyon,2006,552766
Kings Canyon,2005,594893
Kings Canyon,2004,525035
Kings Canyon,2003,555987
Kings Canyon,2002,545420
Kings Canyon,2001,541787
Kings Canyon,2000,528987
Kings Canyon,1999,559534
Kings Canyon,1998,540212
Kings Canyon,1997,484718
Kings Canyon,1996,502749
Kings Canyon,1995,832794
Kings Canyon,1994,725930
Kings Canyon,1993,636515
Kings Canyon,1992,637446
Kings Canyon,1991,1071022
Kings Canyon,1990,1062867
Kings Canyon,1989,1037349
Kings Canyon,1988,1007695
Kings Canyon,1987,1081172
Kings Canyon,1986,1028785
Kings Canyon,1985,874456
Kings Canyon,1984,937262
Kings Canyon,1983,765755
Kings Canyon,1982,831044
Kings Canyon,1981,776850
Kings Canyon,1980,819065
Kings Canyon,1979,804175
Kobuk Valley,2019,15766
Kobuk Valley,2018,14937
Kobuk Valley,2017,15500
Kobuk Valley,2016,15500
Kobuk Valley,2015,0
Kobuk Valley,2014,0
Kobuk Valley,2013,16875
Kobuk Valley,2012,29550
Kobuk Valley,2011,11485
Kobuk Valley,2010,3164
Kobuk Valley,2009,1879
Kobuk Valley,2008,1565
Kobuk Valley,2007,847
Kobuk Valley,2006,3005
Kobuk Valley,2005,5037
Kobuk Valley,2004,4744
Kobuk Valley,2003,4006
Kobuk Valley,2002,4046
Kobuk Valley,2001,4217
Kobuk Valley,2000,2646
Kobuk Valley,1999,6309
Kobuk Valley,1998,5550
Kobuk Valley,1997,2781
Kobuk Valley,1996,2781
Kobuk Valley,1995,2781
Kobuk Valley,1994,2781
Kobuk Valley,1993,2816
Kobuk Valley,1992,2829
Kobuk Valley,1991,2795
Kobuk Valley,1990,2586
Kobuk Valley,1989,1970
Kobuk Valley,1988,2275
Kobuk Valley,1987,230
Kobuk Valley,1986,1085
Kobuk Valley,1985,1305
Kobuk Valley,1984,1075
Kobuk Valley,1983,2365
Kobuk Valley,1982,3775
Lake Clark,2019,17157
Lake Clark,2018,14479
Lake Clark,2017,22755
Lake Clark,2016,21102
Lake Clark,2015,17818
Lake Clark,2014,16100
Lake Clark,2013,13000
Lake Clark,2012,11639
Lake Clark,2011,5158
Lake Clark,2010,9931
Lake Clark,2009,9711
Lake Clark,2008,6802
Lake Clark,2007,5549
Lake Clark,2006,5320
Lake Clark,2005,5408
Lake Clark,2004,4906
Lake Clark,2003,4505
Lake Clark,2002,4325
Lake Clark,2001,4397
Lake Clark,2000,6493
Lake Clark,1999,6190
Lake Clark,1998,11335
Lake Clark,1997,9173
Lake Clark,1996,12727
Lake Clark,1995,12698
Lake Clark,1994,12143
Lake Clark,1993,12153
Lake Clark,1992,9233
Lake Clark,1991,4133
Lake Clark,1990,10196
Lake Clark,1989,14879
Lake Clark,1988,18863
Lake Clark,1987,16418
Lake Clark,1986,13611
Lake Clark,1985,12701
Lake Clark,1984,12505
Lake Clark,1983,12332
Lake Clark,1982,10440
Lassen Volcanic,2019,517039
Lassen Volcanic,2018,499435
Lassen Volcanic,2017,507256
Lassen Volcanic,2016,536068
Lassen Volcanic,2015,468092
Lassen Volcanic,2014,432977
Lassen Volcanic,2013,427409
Lassen Volcanic,2012,407653
Lassen Volcanic,2011,351269
Lassen Volcanic,2010,384570
Lassen Volcanic,2009,365639
Lassen Volcanic,2008,377361
Lassen Volcanic,2007,395057
Lassen Volcanic,2006,388741
Lassen Volcanic,2005,365535
Lassen Volcanic,2004,379667
Lassen Volcanic,2003,404384
Lassen Volcanic,2002,388149
Lassen Volcanic,2001,376695
Lassen Volcanic,2000,374911
Lassen Volcanic,1999,353756
Lassen Volcanic,1998,318049
Lassen Volcanic,1997,391816
Lassen Volcanic,1996,351632
Lassen Volcanic,1995,351001
Lassen Volcanic,1994,385489
Lassen Volcanic,1993,434264
Lassen Volcanic,1992,468011
Lassen Volcanic,1991,463179
Lassen Volcanic,1990,460917
Lassen Volcanic,1989,466115
Lassen Volcanic,1988,495628
Lassen Volcanic,1987,472431
Lassen Volcanic,1986,439723
Lassen Volcanic,1985,451497
Lassen Volcanic,1984,463275
Lassen Volcanic,1983,429867
Lassen Volcanic,1982,414859
Lassen Volcanic,1981,415045
Lassen Volcanic,1980,394425
Lassen Volcanic,1979,380014
Mommoth Cave,2019,551590
Mommoth Cave,2018,533206
Mommoth Cave,2017,587853
Mommoth Cave,2016,586514
Mommoth Cave,2015,566895
Mommoth Cave,2014,522628
Mommoth Cave,2013,494541
Mommoth Cave,2012,508054
Mommoth Cave,2011,483319
Mommoth Cave,2010,497225
Mommoth Cave,2009,503856
Mommoth Cave,2008,446174
Mommoth Cave,2007,487305
Mommoth Cave,2006,597934
Mommoth Cave,2005,1878006
Mommoth Cave,2004,1888267
Mommoth Cave,2003,1869137
Mommoth Cave,2002,1891307
Mommoth Cave,2001,1883580
Mommoth Cave,2000,1749268
Mommoth Cave,1999,1710983
Mommoth Cave,1998,2113992
Mommoth Cave,1997,1997658
Mommoth Cave,1996,1896829
Mommoth Cave,1995,1935709
Mommoth Cave,1994,2009935
Mommoth Cave,1993,2396234
Mommoth Cave,1992,2392858
Mommoth Cave,1991,2158195
Mommoth Cave,1990,1924538
Mommoth Cave,1989,1672840
Mommoth Cave,1988,1735610
Mommoth Cave,1987,1636340
Mommoth Cave,1986,1646673
Mommoth Cave,1985,1507939
Mommoth Cave,1984,1501450
Mommoth Cave,1983,1498503
Mommoth Cave,1982,1526676
Mommoth Cave,1981,1404317
Mommoth Cave,1980,1495787
Mommoth Cave,1979,1384910
Mesa Verde,2019,556203
Mesa Verde,2018,563420
Mesa Verde,2017,613788
Mesa Verde,2016,583527
Mesa Verde,2015,547325
Mesa Verde,2014,501563
Mesa Verde,2013,460237
Mesa Verde,2012,488860
Mesa Verde,2011,572329
Mesa Verde,2010,559712
Mesa Verde,2009,550377
Mesa Verde,2008,551446
Mesa Verde,2007,541102
Mesa Verde,2006,557248
Mesa Verde,2005,498333
Mesa Verde,2004,446811
Mesa Verde,2003,438590
Mesa Verde,2002,406385
Mesa Verde,2001,513409
Mesa Verde,2000,452287
Mesa Verde,1999,635736
Mesa Verde,1998,604556
Mesa Verde,1997,627720
Mesa Verde,1996,617360
Mesa Verde,1995,663794
Mesa Verde,1994,685031
Mesa Verde,1993,666054
Mesa Verde,1992,742080
Mesa Verde,1991,678075
Mesa Verde,1990,611375
Mesa Verde,1989,600045
Mesa Verde,1988,772183
Mesa Verde,1987,728566
Mesa Verde,1986,658888
Mesa Verde,1985,656271
Mesa Verde,1984,516865
Mesa Verde,1983,604115
Mesa Verde,1982,602968
Mesa Verde,1981,588608
Mesa Verde,1980,539257
Mesa Verde,1979,473715
Mount Rainier,2019,1501621
Mount Rainier,2018,1518491
Mount Rainier,2017,1415867
Mount Rainier,2016,1356913
Mount Rainier,2015,1237231
Mount Rainier,2014,1264259
Mount Rainier,2013,1148552
Mount Rainier,2012,1049178
Mount Rainier,2011,1038229
Mount Rainier,2010,1191754
Mount Rainier,2009,1151654
Mount Rainier,2008,1163227
Mount Rainier,2007,1047685
Mount Rainier,2006,1113601
Mount Rainier,2005,1173897
Mount Rainier,2004,1217750
Mount Rainier,2003,1262351
Mount Rainier,2002,1310390
Mount Rainier,2001,1301103
Mount Rainier,2000,1344833
Mount Rainier,1999,1291397
Mount Rainier,1998,1353793
Mount Rainier,1997,1315773
Mount Rainier,1996,1338961
Mount Rainier,1995,1438227
Mount Rainier,1994,1426244
Mount Rainier,1993,1365213
Mount Rainier,1992,1522057
Mount Rainier,1991,1549412
Mount Rainier,1990,1327101
Mount Rainier,1989,1354302
Mount Rainier,1988,1255618
Mount Rainier,1987,1292027
Mount Rainier,1986,1298457
Mount Rainier,1985,1165640
Mount Rainier,1984,1152411
Mount Rainier,1983,1106306
Mount Rainier,1982,1007300
Mount Rainier,1981,1233671
Mount Rainier,1980,1268256
Mount Rainier,1979,1516703
National Park of American Samoa,2019,60006
National Park of American Samoa,2018,28626
National Park of American Samoa,2017,69468
National Park of American Samoa,2016,28892
National Park of American Samoa,2015,13892
National Park of American Samoa,2014,13953
National Park of American Samoa,2013,17919
National Park of American Samoa,2012,10440
National Park of American Samoa,2011,8716
National Park of American Samoa,2010,3006
National Park of American Samoa,2009,3242
National Park of American Samoa,2008,3683
National Park of American Samoa,2007,6774
National Park of American Samoa,2006,1239
National Park of American Samoa,2005,0
National Park of American Samoa,2004,0
National Park of American Samoa,2003,0
National Park of American Samoa,2002,1938
North Cascades,2019,38208
North Cascades,2018,30085
North Cascades,2017,30326
North Cascades,2016,28646
North Cascades,2015,20677
North Cascades,2014,23865
North Cascades,2013,21623
North Cascades,2012,26935
North Cascades,2011,19208
North Cascades,2010,24659
North Cascades,2009,26972
North Cascades,2008,18725
North Cascades,2007,19534
North Cascades,2006,19167
North Cascades,2005,18686
North Cascades,2004,16912
North Cascades,2003,20724
North Cascades,2002,20691
North Cascades,2001,27739
North Cascades,2000,25704
North Cascades,1999,21488
North Cascades,1998,32753
North Cascades,1997,27203
North Cascades,1996,27910
North Cascades,1995,65984
North Cascades,1994,19323
North Cascades,1993,21378
North Cascades,1992,20295
North Cascades,1991,22796
North Cascades,1990,456444
North Cascades,1989,391433
North Cascades,1988,605967
North Cascades,1987,651606
North Cascades,1986,683056
North Cascades,1985,629234
North Cascades,1984,637836
North Cascades,1983,858041
North Cascades,1982,857016
North Cascades,1981,829026
North Cascades,1980,796079
North Cascades,1979,742997
Olympia,2019,3245806
Olympia,2018,3104455
Olympia,2017,3401996
Olympia,2016,3390221
Olympia,2015,3263761
Olympia,2014,3243872
Olympia,2013,3085340
Olympia,2012,2824908
Olympia,2011,2966502
Olympia,2010,2844563
Olympia,2009,3276459
Olympia,2008,3081451
Olympia,2007,2988686
Olympia,2006,2749197
Olympia,2005,3142774
Olympia,2004,3073722
Olympia,2003,3225327
Olympia,2002,3691310
Olympia,2001,3416069
Olympia,2000,3327722
Olympia,1999,3364266
Olympia,1998,3577007
Olympia,1997,3846709
Olympia,1996,3348723
Olympia,1995,3658615
Olympia,1994,3381573
Olympia,1993,2679598
Olympia,1992,3030195
Olympia,1991,2759673
Olympia,1990,2794903
Olympia,1989,2737611
Olympia,1988,2959122
Olympia,1987,2822850
Olympia,1986,2940034
Olympia,1985,2532145
Olympia,1984,2759011
Olympia,1983,2410722
Olympia,1982,2478739
Olympia,1981,2306032
Olympia,1980,2032418
Olympia,1979,2078843
Petrified Forest,2019,643588
Petrified Forest,2018,644922
Petrified Forest,2017,627757
Petrified Forest,2016,643274
Petrified Forest,2015,793225
Petrified Forest,2014,836799
Petrified Forest,2013,644648
Petrified Forest,2012,664857
Petrified Forest,2011,614054
Petrified Forest,2010,664725
Petrified Forest,2009,631613
Petrified Forest,2008,543714
Petrified Forest,2007,563590
Petrified Forest,2006,581681
Petrified Forest,2005,598378
Petrified Forest,2004,580000
Petrified Forest,2003,586245
Petrified Forest,2002,571586
Petrified Forest,2001,583904
Petrified Forest,2000,605192
Petrified Forest,1999,666978
Petrified Forest,1998,816506
Petrified Forest,1997,823266
Petrified Forest,1996,829495
Petrified Forest,1995,935065
Petrified Forest,1994,922927
Petrified Forest,1993,936429
Petrified Forest,1992,930031
Petrified Forest,1991,874521
Petrified Forest,1990,844592
Petrified Forest,1989,824141
Petrified Forest,1988,857031
Petrified Forest,1987,758082
Petrified Forest,1986,761257
Petrified Forest,1985,736659
Petrified Forest,1984,714761
Petrified Forest,1983,708512
Petrified Forest,1982,710619
Petrified Forest,1981,747832
Petrified Forest,1980,683121
Petrified Forest,1979,671583
Pinnacles,2019,177224
Pinnacles,2018,222152
Pinnacles,2017,233334
Pinnacles,2016,215555
Pinnacles,2015,206533
Pinnacles,2014,196635
Pinnacles,2013,237677
Pinnacles,2012,224476
Pinnacles,2011,393219
Pinnacles,2010,246575
Pinnacles,2009,171112
Pinnacles,2008,166988
Pinnacles,2007,161019
Pinnacles,2006,158824
Pinnacles,2005,170994
Pinnacles,2004,157397
Pinnacles,2003,162791
Pinnacles,2002,162266
Pinnacles,2001,178243
Pinnacles,2000,162110
Pinnacles,1999,164854
Pinnacles,1998,94639
Pinnacles,1997,171971
Pinnacles,1996,164465
Pinnacles,1995,177527
Pinnacles,1994,172642
Pinnacles,1993,194757
Pinnacles,1992,191683
Pinnacles,1991,192610
Pinnacles,1990,214268
Pinnacles,1989,218601
Pinnacles,1988,212094
Pinnacles,1987,204705
Pinnacles,1986,198236
Pinnacles,1985,191578
Pinnacles,1984,166258
Pinnacles,1983,170631
Pinnacles,1982,171026
Pinnacles,1981,155205
Pinnacles,1980,163626
Pinnacles,1979,153717
Redwood,2019,504722
Redwood,2018,482536
Redwood,2017,445000
Redwood,2016,536297
Redwood,2015,527143
Redwood,2014,429166
Redwood,2013,393364
Redwood,2012,352517
Redwood,2011,380167
Redwood,2010,418820
Redwood,2009,444426
Redwood,2008,396899
Redwood,2007,385171
Redwood,2006,383780
Redwood,2005,394144
Redwood,2004,392029
Redwood,2003,408126
Redwood,2002,404789
Redwood,2001,388352
Redwood,2000,383253
Redwood,1999,369726
Redwood,1998,383188
Redwood,1997,382488
Redwood,1996,426938
Redwood,1995,552464
Redwood,1994,475033
Redwood,1993,421027
Redwood,1992,387781
Redwood,1991,366280
Redwood,1990,348458
Redwood,1989,654115
Redwood,1988,677135
Redwood,1987,610897
Redwood,1986,567849
Redwood,1985,505791
Redwood,1984,467155
Redwood,1983,473711
Redwood,1982,467126
Redwood,1981,549461
Redwood,1980,471710
Redwood,1979,413917
Rocky Mountain,2019,4670053
Rocky Mountain,2018,4590493
Rocky Mountain,2017,4437215
Rocky Mountain,2016,4517585
Rocky Mountain,2015,4155916
Rocky Mountain,2014,3434751
Rocky Mountain,2013,2991141
Rocky Mountain,2012,3229617
Rocky Mountain,2011,3176941
Rocky Mountain,2010,2955821
Rocky Mountain,2009,2822325
Rocky Mountain,2008,2757390
Rocky Mountain,2007,2895383
